Preprocessed Review Text,Review Token,True Sentiment,FCNN Sentiment,RNN Sentiment
great denim color fit give nice feel waist,"['great', 'denim', 'color', 'fit', 'give', 'nice', 'feel', 'waist']",Positive,Positive,Positive
love delic feminin print blous first sight fit perfect enough room flatter comfort without ad unnecessari bulk style print could even pair classic skirt pump go offic length also spoton long tunic yet long enough wear skinni jean even leg errandrun day blous lightweight sheer make much comfo,"['love', 'delic', 'feminin', 'print', 'blous', 'first', 'sight', 'fit', 'perfect', 'enough', 'room', 'flatter', 'comfort', 'without', 'ad', 'unnecessari', 'bulk', 'style', 'print', 'could', 'even', 'pair', 'classic', 'skirt', 'pump', 'go', 'offic', 'length', 'also', 'spoton', 'long', 'tunic', 'yet', 'long', 'enough', 'wear', 'skinni', 'jean', 'even', 'leg', 'errandrun', 'day', 'blous', 'lightweight', 'sheer', 'make', 'much', 'comfo']",Positive,Positive,Positive
bought white harsh white softlook pleas true manufactur size anoth pair pant elevens size run somewhat larg tall weigh pound size fit perfectli back waistband elastic give long enough hit floor heel perfect look pictur ca tell photo,"['bought', 'white', 'harsh', 'white', 'softlook', 'pleas', 'true', 'manufactur', 'size', 'anoth', 'pair', 'pant', 'elevens', 'size', 'run', 'somewhat', 'larg', 'tall', 'weigh', 'pound', 'size', 'fit', 'perfectli', 'back', 'waistband', 'elastic', 'give', 'long', 'enough', 'hit', 'floor', 'heel', 'perfect', 'look', 'pictur', 'ca', 'tell', 'photo']",Positive,Positive,Positive
short girl usual wear top small medium retail would need shirt size least one notch smaller even offer shirt ador love detail want bad paid much basic tshirt still larg point frumpi could use sort scoop vneck break dot,"['short', 'girl', 'usual', 'wear', 'top', 'small', 'medium', 'retail', 'would', 'need', 'shirt', 'size', 'least', 'one', 'notch', 'smaller', 'even', 'offer', 'shirt', 'ador', 'love', 'detail', 'want', 'bad', 'paid', 'much', 'basic', 'tshirt', 'still', 'larg', 'point', 'frumpi', 'could', 'use', 'sort', 'scoop', 'vneck', 'break', 'dot']",Negative,Negative,Negative
materi soft design make littl fanci dress tank definit instant favorit color blue beauti rich blue,"['materi', 'soft', 'design', 'make', 'littl', 'fanci', 'dress', 'tank', 'definit', 'instant', 'favorit', 'color', 'blue', 'beauti', 'rich', 'blue']",Positive,Positive,Positive
must one rare peopl dress work ador onlin even hanger put look frumpi tri usual small first decid must need smaller size size xs one look much better nearli imposs get built slip got twist start twice decid will work sweat get dress undress wore pass,"['must', 'one', 'rare', 'peopl', 'dress', 'work', 'ador', 'onlin', 'even', 'hanger', 'put', 'look', 'frumpi', 'tri', 'usual', 'small', 'first', 'decid', 'must', 'need', 'smaller', 'size', 'size', 'xs', 'one', 'look', 'much', 'better', 'nearli', 'imposs', 'get', 'built', 'slip', 'got', 'twist', 'start', 'twice', 'decid', 'will', 'work', 'sweat', 'get', 'dress', 'undress', 'wore', 'pass']",Neutral,Neutral,Neutral
love top saw onlin still love idea unfortun execut design fell short w long lean torso order usual small arm shirt long bc way side top cut chest think petit would work cute top wo work,"['love', 'top', 'saw', 'onlin', 'still', 'love', 'idea', 'unfortun', 'execut', 'design', 'fell', 'short', 'w', 'long', 'lean', 'torso', 'order', 'usual', 'small', 'arm', 'shirt', 'long', 'bc', 'way', 'side', 'top', 'cut', 'chest', 'think', 'petit', 'would', 'work', 'cute', 'top', 'wo', 'work']",Neutral,Neutral,Neutral
softest flannel ever think wear outsid super comfi loung around run larg sinc flannel romper problem absolut recommend shape size,"['softest', 'flannel', 'ever', 'think', 'wear', 'outsid', 'super', 'comfi', 'loung', 'around', 'run', 'larg', 'sinc', 'flannel', 'romper', 'problem', 'absolut', 'recommend', 'shape', 'size']",Positive,Positive,Positive
fit perfectli think long shorti great style wish came color would definit buy,"['fit', 'perfectli', 'think', 'long', 'shorti', 'great', 'style', 'wish', 'came', 'color', 'would', 'definit', 'buy']",Positive,Positive,Positive
realli like fabric design sweater sleev hung odd length way push like model sweater larg broad shoulder otherwis petit unfortun return glad other better luck,"['realli', 'like', 'fabric', 'design', 'sweater', 'sleev', 'hung', 'odd', 'length', 'way', 'push', 'like', 'model', 'sweater', 'larg', 'broad', 'shoulder', 'otherwis', 'petit', 'unfortun', 'return', 'glad', 'other', 'better', 'luck']",Neutral,Negative,Neutral
sorri say blous way retail standard top place sale long time ago poor qualiti cut fabric design top one would grab local box store color vibrant shoulder ill fit fabric thread cheap expect much retail favorit store shop,"['sorri', 'say', 'blous', 'way', 'retail', 'standard', 'top', 'place', 'sale', 'long', 'time', 'ago', 'poor', 'qualiti', 'cut', 'fabric', 'design', 'top', 'one', 'would', 'grab', 'local', 'box', 'store', 'color', 'vibrant', 'shoulder', 'ill', 'fit', 'fabric', 'thread', 'cheap', 'expect', 'much', 'retail', 'favorit', 'store', 'shop']",Negative,Negative,Negative
want badli love sweater color blue motif fabul yarn soft warm fit flatter way ca recommend size exactli size fit neck broad bulki overwhelm sleev bulki cuff come finger sweater slide across shoulder appear overstretch fear would stretch time worth,"['want', 'badli', 'love', 'sweater', 'color', 'blue', 'motif', 'fabul', 'yarn', 'soft', 'warm', 'fit', 'flatter', 'way', 'ca', 'recommend', 'size', 'exactli', 'size', 'fit', 'neck', 'broad', 'bulki', 'overwhelm', 'sleev', 'bulki', 'cuff', 'come', 'finger', 'sweater', 'slide', 'across', 'shoulder', 'appear', 'overstretch', 'fear', 'would', 'stretch', 'time', 'worth']",Neutral,Neutral,Neutral
absolut beauti pictur onlin justic slip skinni jean store hook instantli fit littl larg would tri petit shirt come petit size love,"['absolut', 'beauti', 'pictur', 'onlin', 'justic', 'slip', 'skinni', 'jean', 'store', 'hook', 'instantli', 'fit', 'littl', 'larg', 'would', 'tri', 'petit', 'shirt', 'come', 'petit', 'size', 'love']",Positive,Positive,Positive
bought purpl print fabric soft similar silk look great black burgundi tan pantsskirt find comfort receiv compliment wash yet comment washabl,"['bought', 'purpl', 'print', 'fabric', 'soft', 'similar', 'silk', 'look', 'great', 'black', 'burgundi', 'tan', 'pantsskirt', 'find', 'comfort', 'receiv', 'compliment', 'wash', 'yet', 'comment', 'washabl']",Positive,Positive,Positive
want love top realli color beauti embroideri well done fabric soft feel like would comfort summer heat armhol big hole show bra good guess could wear bandeau tank underneath armhol kind ruin love top think tri order next size,"['want', 'love', 'top', 'realli', 'color', 'beauti', 'embroideri', 'well', 'done', 'fabric', 'soft', 'feel', 'like', 'would', 'comfort', 'summer', 'heat', 'armhol', 'big', 'hole', 'show', 'bra', 'good', 'guess', 'could', 'wear', 'bandeau', 'tank', 'underneath', 'armhol', 'kind', 'ruin', 'love', 'top', 'think', 'tri', 'order', 'next', 'size']",Neutral,Neutral,Neutral
cute dress comfort fit gripe could get top vneck slip stop shift side,"['cute', 'dress', 'comfort', 'fit', 'gripe', 'could', 'get', 'top', 'vneck', 'slip', 'stop', 'shift', 'side']",Positive,Neutral,Positive
obsess denim two pair ag jean retail happi recent prefer highris skinni jean decid give tri versatil medium tri normal size cute bought fullpric could tell materi pretti stretchi make soft comfort expect stretch sag hour th,"['obsess', 'denim', 'two', 'pair', 'ag', 'jean', 'retail', 'happi', 'recent', 'prefer', 'highris', 'skinni', 'jean', 'decid', 'give', 'tri', 'versatil', 'medium', 'tri', 'normal', 'size', 'cute', 'bought', 'fullpric', 'could', 'tell', 'materi', 'pretti', 'stretchi', 'make', 'soft', 'comfort', 'expect', 'stretch', 'sag', 'hour', 'th']",Negative,Negative,Negative
excit pant total disappoint person fabric rough gauzi textur bottom big hem weigh pant make hang funni like walk stilt someth hang move well bodi also long small waist high crotch fit pretti sadli go back,"['excit', 'pant', 'total', 'disappoint', 'person', 'fabric', 'rough', 'gauzi', 'textur', 'bottom', 'big', 'hem', 'weigh', 'pant', 'make', 'hang', 'funni', 'like', 'walk', 'stilt', 'someth', 'hang', 'move', 'well', 'bodi', 'also', 'long', 'small', 'waist', 'high', 'crotch', 'fit', 'pretti', 'sadli', 'go', 'back']",Negative,Negative,Negative
first time wore tank start pill around arm side terribl qualiti get wors everi wear possibl worst wear new cloth item ever seen like design fit immedi releg weekendhom shirt unprofession pilli pill small ca shave,"['first', 'time', 'wore', 'tank', 'start', 'pill', 'around', 'arm', 'side', 'terribl', 'qualiti', 'get', 'wors', 'everi', 'wear', 'possibl', 'worst', 'wear', 'new', 'cloth', 'item', 'ever', 'seen', 'like', 'design', 'fit', 'immedi', 'releg', 'weekendhom', 'shirt', 'unprofession', 'pilli', 'pill', 'small', 'ca', 'shave']",Negative,Negative,Negative
realiz sequin design kept poke shoulder made top uncomfort white materi also flatter went back,"['realiz', 'sequin', 'design', 'kept', 'poke', 'shoulder', 'made', 'top', 'uncomfort', 'white', 'materi', 'also', 'flatter', 'went', 'back']",Negative,Negative,Negative
top light airi perfect spring usual type blous howev quit fit right littl boxi low cut front reason love design realli want like love enough purchas,"['top', 'light', 'airi', 'perfect', 'spring', 'usual', 'type', 'blous', 'howev', 'quit', 'fit', 'right', 'littl', 'boxi', 'low', 'cut', 'front', 'reason', 'love', 'design', 'realli', 'want', 'like', 'love', 'enough', 'purchas']",Neutral,Neutral,Neutral
pictur make short look structur assum made heavier cotton materi disappoint turn light weight polyest also run way big busti fill top xs would even buy sale price,"['pictur', 'make', 'short', 'look', 'structur', 'assum', 'made', 'heavier', 'cotton', 'materi', 'disappoint', 'turn', 'light', 'weight', 'polyest', 'also', 'run', 'way', 'big', 'busti', 'fill', 'top', 'xs', 'would', 'even', 'buy', 'sale', 'price']",Negative,Negative,Negative
love pattern color mock turtleneck style top short purchas xs ivori color lb refer plan layer jacket work everi time rais arm could see stomach would felt comfort wear work fit slightli boxi also flatter tuck skirt boxi shape caus shirt bunch,"['love', 'pattern', 'color', 'mock', 'turtleneck', 'style', 'top', 'short', 'purchas', 'xs', 'ivori', 'color', 'lb', 'refer', 'plan', 'layer', 'jacket', 'work', 'everi', 'time', 'rais', 'arm', 'could', 'see', 'stomach', 'would', 'felt', 'comfort', 'wear', 'work', 'fit', 'slightli', 'boxi', 'also', 'flatter', 'tuck', 'skirt', 'boxi', 'shape', 'caus', 'shirt', 'bunch']",Neutral,Neutral,Neutral
want love dress thought would perfect barn wed come allllllmost right sadli fell short bib hang bust hit realli unflatt mid point make look wide nippl tassel effect plu would feel urg keep pull notic pucker other mention bother howev way line dress line bottom close sad,"['want', 'love', 'dress', 'thought', 'would', 'perfect', 'barn', 'wed', 'come', 'allllllmost', 'right', 'sadli', 'fell', 'short', 'bib', 'hang', 'bust', 'hit', 'realli', 'unflatt', 'mid', 'point', 'make', 'look', 'wide', 'nippl', 'tassel', 'effect', 'plu', 'would', 'feel', 'urg', 'keep', 'pull', 'notic', 'pucker', 'other', 'mention', 'bother', 'howev', 'way', 'line', 'dress', 'line', 'bottom', 'close', 'sad']",Neutral,Neutral,Neutral
wish notic sleev cuff hem look hippiecasu take back great regret soft prettiest pale limesherbet color made cool summer look like though back goe sigh soft true fit beauti buy mani color love lavend print,"['wish', 'notic', 'sleev', 'cuff', 'hem', 'look', 'hippiecasu', 'take', 'back', 'great', 'regret', 'soft', 'prettiest', 'pale', 'limesherbet', 'color', 'made', 'cool', 'summer', 'look', 'like', 'though', 'back', 'goe', 'sigh', 'soft', 'true', 'fit', 'beauti', 'buy', 'mani', 'color', 'love', 'lavend', 'print']",Neutral,Neutral,Neutral
surpris open packag dress thin fabric need wear half slip see top dress short draw string drape blous style short waist length work color littl darker pictur look cheap full price tax make way price go back asap,"['surpris', 'open', 'packag', 'dress', 'thin', 'fabric', 'need', 'wear', 'half', 'slip', 'see', 'top', 'dress', 'short', 'draw', 'string', 'drape', 'blous', 'style', 'short', 'waist', 'length', 'work', 'color', 'littl', 'darker', 'pictur', 'look', 'cheap', 'full', 'price', 'tax', 'make', 'way', 'price', 'go', 'back', 'asap']",Negative,Negative,Negative
style top realli cute fit perfectli shoulder get bigger hem babi doll look biggest complaint qualiti realli cheap feel like qualiti would expect see cheap retail catch lint like crazi hem pearl edg curl realli badli buy quit bit worst qualiti item seen long time worth pay full price,"['style', 'top', 'realli', 'cute', 'fit', 'perfectli', 'shoulder', 'get', 'bigger', 'hem', 'babi', 'doll', 'look', 'biggest', 'complaint', 'qualiti', 'realli', 'cheap', 'feel', 'like', 'qualiti', 'would', 'expect', 'see', 'cheap', 'retail', 'catch', 'lint', 'like', 'crazi', 'hem', 'pearl', 'edg', 'curl', 'realli', 'badli', 'buy', 'quit', 'bit', 'worst', 'qualiti', 'item', 'seen', 'long', 'time', 'worth', 'pay', 'full', 'price']",Neutral,Neutral,Neutral
bought size navi neutral fit usual wear small size left neutral littl big extra room fit flowi bohemian style blous work love top glad purchas color definit recommend,"['bought', 'size', 'navi', 'neutral', 'fit', 'usual', 'wear', 'small', 'size', 'left', 'neutral', 'littl', 'big', 'extra', 'room', 'fit', 'flowi', 'bohemian', 'style', 'blous', 'work', 'love', 'top', 'glad', 'purchas', 'color', 'definit', 'recommend']",Positive,Positive,Positive
like top black fit well return,"['like', 'top', 'black', 'fit', 'well', 'return']",Neutral,Neutral,Neutral
dress realli nice lightweight slip snug outer part float nice add bit much volum lot curv disguis way also bit less flatter realli want like breezi tad matronli,"['dress', 'realli', 'nice', 'lightweight', 'slip', 'snug', 'outer', 'part', 'float', 'nice', 'add', 'bit', 'much', 'volum', 'lot', 'curv', 'disguis', 'way', 'also', 'bit', 'less', 'flatter', 'realli', 'want', 'like', 'breezi', 'tad', 'matronli']",Negative,Negative,Negative
lb size best order green color great flatter fit,"['lb', 'size', 'best', 'order', 'green', 'color', 'great', 'flatter', 'fit']",Positive,Positive,Positive
excit receiv tunic red rose color yet disappoint find larg run usual size retail small sometim xs read review order xs even xs big much fabric unfortun xx sold xs return,"['excit', 'receiv', 'tunic', 'red', 'rose', 'color', 'yet', 'disappoint', 'find', 'larg', 'run', 'usual', 'size', 'retail', 'small', 'sometim', 'xs', 'read', 'review', 'order', 'xs', 'even', 'xs', 'big', 'much', 'fabric', 'unfortun', 'xx', 'sold', 'xs', 'return']",Neutral,Positive,Neutral
love top bought navi cool match momma kiddo basebal love bought light pink red fun shoulder tee love long back one thing say one color fit slightli differ like hem symmetr someth find readjust sure one notic keep wear love,"['love', 'top', 'bought', 'navi', 'cool', 'match', 'momma', 'kiddo', 'basebal', 'love', 'bought', 'light', 'pink', 'red', 'fun', 'shoulder', 'tee', 'love', 'long', 'back', 'one', 'thing', 'say', 'one', 'color', 'fit', 'slightli', 'differ', 'like', 'hem', 'symmetr', 'someth', 'find', 'readjust', 'sure', 'one', 'notic', 'keep', 'wear', 'love']",Positive,Positive,Positive
found thin much sheer expect sure could get away wear without return also run bit larg would return xs love,"['found', 'thin', 'much', 'sheer', 'expect', 'sure', 'could', 'get', 'away', 'wear', 'without', 'return', 'also', 'run', 'bit', 'larg', 'would', 'return', 'xs', 'love']",Neutral,Neutral,Neutral
tri ivori one seethrough way ca speak color seem true size mayb littl larg style cute design love back bad,"['tri', 'ivori', 'one', 'seethrough', 'way', 'ca', 'speak', 'color', 'seem', 'true', 'size', 'mayb', 'littl', 'larg', 'style', 'cute', 'design', 'love', 'back', 'bad']",Neutral,Neutral,Neutral
surpris fallwint dress embroideri beauti materi thick tie waist unusu would better rather tie built dress separ,"['surpris', 'fallwint', 'dress', 'embroideri', 'beauti', 'materi', 'thick', 'tie', 'waist', 'unusu', 'would', 'better', 'rather', 'tie', 'built', 'dress', 'separ']",Positive,Positive,Positive
bought dress without tri listen previou review say ran small wow usual wear order eight hard get even upsiz bust difficult time dress stretch give area overal beauti dress fabric stretchi kill,"['bought', 'dress', 'without', 'tri', 'listen', 'previou', 'review', 'say', 'ran', 'small', 'wow', 'usual', 'wear', 'order', 'eight', 'hard', 'get', 'even', 'upsiz', 'bust', 'difficult', 'time', 'dress', 'stretch', 'give', 'area', 'overal', 'beauti', 'dress', 'fabric', 'stretchi', 'kill']",Neutral,Neutral,Neutral
order top onlin mother day sale think found perfect white stapl tank want summer top bare five second knew go straight back qualiti fabric overal design good problem top come underlay top normal good thing extra coverag sumer top gener mean ca go braless problem top layer shirt shee,"['order', 'top', 'onlin', 'mother', 'day', 'sale', 'think', 'found', 'perfect', 'white', 'stapl', 'tank', 'want', 'summer', 'top', 'bare', 'five', 'second', 'knew', 'go', 'straight', 'back', 'qualiti', 'fabric', 'overal', 'design', 'good', 'problem', 'top', 'come', 'underlay', 'top', 'normal', 'good', 'thing', 'extra', 'coverag', 'sumer', 'top', 'gener', 'mean', 'ca', 'go', 'braless', 'problem', 'top', 'layer', 'shirt', 'shee']",Negative,Negative,Negative
love jumper usual wear small medium retail jumper mainli hip midlin sit stomach thought one would probabl medium definit baggylos otherwis would total kept,"['love', 'jumper', 'usual', 'wear', 'small', 'medium', 'retail', 'jumper', 'mainli', 'hip', 'midlin', 'sit', 'stomach', 'thought', 'one', 'would', 'probabl', 'medium', 'definit', 'baggylos', 'otherwis', 'would', 'total', 'kept']",Neutral,Neutral,Neutral
bum absolut love pair bought bronz color great fit great color comfort howev wash could tell right away laid flat dri lost color area wrinkl wash machin strang lighter line run along accept say two lighter color may issu refer see stat bought,"['bum', 'absolut', 'love', 'pair', 'bought', 'bronz', 'color', 'great', 'fit', 'great', 'color', 'comfort', 'howev', 'wash', 'could', 'tell', 'right', 'away', 'laid', 'flat', 'dri', 'lost', 'color', 'area', 'wrinkl', 'wash', 'machin', 'strang', 'lighter', 'line', 'run', 'along', 'accept', 'say', 'two', 'lighter', 'color', 'may', 'issu', 'refer', 'see', 'stat', 'bought']",Negative,Negative,Negative
wore gala plan wear dress comfort look polish wore dress hour want take embroideri beauti appear well done dress hit inch knee highli recommend dress receiv mani compliment,"['wore', 'gala', 'plan', 'wear', 'dress', 'comfort', 'look', 'polish', 'wore', 'dress', 'hour', 'want', 'take', 'embroideri', 'beauti', 'appear', 'well', 'done', 'dress', 'hit', 'inch', 'knee', 'highli', 'recommend', 'dress', 'receiv', 'mani', 'compliment']",Positive,Positive,Positive
got love color fabric shape thought wear larg chest gotten medium largest also even fit came stain resembl toothpast right front return,"['got', 'love', 'color', 'fabric', 'shape', 'thought', 'wear', 'larg', 'chest', 'gotten', 'medium', 'largest', 'also', 'even', 'fit', 'came', 'stain', 'resembl', 'toothpast', 'right', 'front', 'return']",Neutral,Neutral,Neutral
like mani review state flatter nice dress sleev particularli great slightli longer type went past meati lack better word part arm expos slimmer bit look great imagin would peopl like handkerchief hem young trendi know start feel ridicul certain style feel,"['like', 'mani', 'review', 'state', 'flatter', 'nice', 'dress', 'sleev', 'particularli', 'great', 'slightli', 'longer', 'type', 'went', 'past', 'meati', 'lack', 'better', 'word', 'part', 'arm', 'expos', 'slimmer', 'bit', 'look', 'great', 'imagin', 'would', 'peopl', 'like', 'handkerchief', 'hem', 'young', 'trendi', 'know', 'start', 'feel', 'ridicul', 'certain', 'style', 'feel']",Neutral,Positive,Positive
purchas color wonder tee receiv first machin wash dri held well multipl wash far necklin fit flatter larger bust due rib would great athlet figur well fabric soft enough sleev bug like top color great want one true size,"['purchas', 'color', 'wonder', 'tee', 'receiv', 'first', 'machin', 'wash', 'dri', 'held', 'well', 'multipl', 'wash', 'far', 'necklin', 'fit', 'flatter', 'larger', 'bust', 'due', 'rib', 'would', 'great', 'athlet', 'figur', 'well', 'fabric', 'soft', 'enough', 'sleev', 'bug', 'like', 'top', 'color', 'great', 'want', 'one', 'true', 'size']",Positive,Positive,Neutral
one dress might better full pleat bell sleev made feel like wear one dress much older ladi miss consid thing red color love dress modest think read lot better younger chiquita,"['one', 'dress', 'might', 'better', 'full', 'pleat', 'bell', 'sleev', 'made', 'feel', 'like', 'wear', 'one', 'dress', 'much', 'older', 'ladi', 'miss', 'consid', 'thing', 'red', 'color', 'love', 'dress', 'modest', 'think', 'read', 'lot', 'better', 'younger', 'chiquita']",Neutral,Neutral,Neutral
love leg super soft comfort look cute great work even run errand stylish,"['love', 'leg', 'super', 'soft', 'comfort', 'look', 'cute', 'great', 'work', 'even', 'run', 'errand', 'stylish']",Positive,Positive,Positive
still fenc realiz got great review thought would bit thicker feel flimsi much like readi bed look loung pant felt like need run store saturday afternoon wear pj ca get past total cute definit look summer loungewear order small fit fine wear retail pant got p,"['still', 'fenc', 'realiz', 'got', 'great', 'review', 'thought', 'would', 'bit', 'thicker', 'feel', 'flimsi', 'much', 'like', 'readi', 'bed', 'look', 'loung', 'pant', 'felt', 'like', 'need', 'run', 'store', 'saturday', 'afternoon', 'wear', 'pj', 'ca', 'get', 'past', 'total', 'cute', 'definit', 'look', 'summer', 'loungewear', 'order', 'small', 'fit', 'fine', 'wear', 'retail', 'pant', 'got', 'p']",Neutral,Neutral,Neutral
saw local store fell love bird pattern flow right side shirt bought xs fit great usual take true sleev pull stitch run top nice shape flare wonder littl tee fabric linen soft cotton case issu tee cling,"['saw', 'local', 'store', 'fell', 'love', 'bird', 'pattern', 'flow', 'right', 'side', 'shirt', 'bought', 'xs', 'fit', 'great', 'usual', 'take', 'true', 'sleev', 'pull', 'stitch', 'run', 'top', 'nice', 'shape', 'flare', 'wonder', 'littl', 'tee', 'fabric', 'linen', 'soft', 'cotton', 'case', 'issu', 'tee', 'cling']",Positive,Positive,Positive
tee meant loos swishi run larg size mean side come realli high curv good higher waistband expos look nice return xs small,"['tee', 'meant', 'loos', 'swishi', 'run', 'larg', 'size', 'mean', 'side', 'come', 'realli', 'high', 'curv', 'good', 'higher', 'waistband', 'expos', 'look', 'nice', 'return', 'xs', 'small']",Neutral,Neutral,Neutral
fit perfect look great anyth concern fabric super light enough see enough make question qualiti like worn coupl time issu though drape nice super reveal discreet enough work order white hold certainli order anoth color versatil,"['fit', 'perfect', 'look', 'great', 'anyth', 'concern', 'fabric', 'super', 'light', 'enough', 'see', 'enough', 'make', 'question', 'qualiti', 'like', 'worn', 'coupl', 'time', 'issu', 'though', 'drape', 'nice', 'super', 'reveal', 'discreet', 'enough', 'work', 'order', 'white', 'hold', 'certainli', 'order', 'anoth', 'color', 'versatil']",Positive,Positive,Positive
great transit fall super soft comfi great yellow without yellow love,"['great', 'transit', 'fall', 'super', 'soft', 'comfi', 'great', 'yellow', 'without', 'yellow', 'love']",Positive,Positive,Positive
love fit pant start wish pocket littl closer togeth end world consid well fit real drawback dye run like pant hour fingernail turn green skin greenish color go tri soak water time see help would still recommend pant wash coupl time wear,"['love', 'fit', 'pant', 'start', 'wish', 'pocket', 'littl', 'closer', 'togeth', 'end', 'world', 'consid', 'well', 'fit', 'real', 'drawback', 'dye', 'run', 'like', 'pant', 'hour', 'fingernail', 'turn', 'green', 'skin', 'greenish', 'color', 'go', 'tri', 'soak', 'water', 'time', 'see', 'help', 'would', 'still', 'recommend', 'pant', 'wash', 'coupl', 'time', 'wear']",Positive,Neutral,Positive
blous great wear almost anytim easili dress depend occas accessori bit volum around waist pictur show could bit well endow model size shape look great curv without make look chunki stout imag make color look black person color pass realli dark blue light textil fabric,"['blous', 'great', 'wear', 'almost', 'anytim', 'easili', 'dress', 'depend', 'occas', 'accessori', 'bit', 'volum', 'around', 'waist', 'pictur', 'show', 'could', 'bit', 'well', 'endow', 'model', 'size', 'shape', 'look', 'great', 'curv', 'without', 'make', 'look', 'chunki', 'stout', 'imag', 'make', 'color', 'look', 'black', 'person', 'color', 'pass', 'realli', 'dark', 'blue', 'light', 'textil', 'fabric']",Positive,Positive,Positive
realli want recommend sweater honestli ca attract soft simplic sale price longev ruin wrinkl pill lose shape quickli still want get consid shoulder knit like fit sweater run tt larg depend shoulder bust size style excellentveri versatil yarn delic fussi,"['realli', 'want', 'recommend', 'sweater', 'honestli', 'ca', 'attract', 'soft', 'simplic', 'sale', 'price', 'longev', 'ruin', 'wrinkl', 'pill', 'lose', 'shape', 'quickli', 'still', 'want', 'get', 'consid', 'shoulder', 'knit', 'like', 'fit', 'sweater', 'run', 'tt', 'larg', 'depend', 'shoulder', 'bust', 'size', 'style', 'excellentveri', 'versatil', 'yarn', 'delic', 'fussi']",Neutral,Neutral,Neutral
love dress equal pretti person sometim order thing get color total differ anticip dress love get lot use springsumm,"['love', 'dress', 'equal', 'pretti', 'person', 'sometim', 'order', 'thing', 'get', 'color', 'total', 'differ', 'anticip', 'dress', 'love', 'get', 'lot', 'use', 'springsumm']",Positive,Positive,Positive
got dress hope realli nice winter formal dress well made line line top layer waist puf uneven place curvi puffi waistlin last thing need fabric nice well made recommend dress,"['got', 'dress', 'hope', 'realli', 'nice', 'winter', 'formal', 'dress', 'well', 'made', 'line', 'line', 'top', 'layer', 'waist', 'puf', 'uneven', 'place', 'curvi', 'puffi', 'waistlin', 'last', 'thing', 'need', 'fabric', 'nice', 'well', 'made', 'recommend', 'dress']",Neutral,Neutral,Neutral
bought skirt usual xx petit waist way small could even pull skirt way return,"['bought', 'skirt', 'usual', 'xx', 'petit', 'waist', 'way', 'small', 'could', 'even', 'pull', 'skirt', 'way', 'return']",Negative,Negative,Negative
mayb bath robe crazi fall soft cozi cute though,"['mayb', 'bath', 'robe', 'crazi', 'fall', 'soft', 'cozi', 'cute', 'though']",Neutral,Neutral,Neutral
first time wore tank start pill around arm side terribl qualiti get wors everi wear possibl worst wear new cloth item ever seen like design fit immedi releg weekendhom shirt unprofession pilli pill small ca shave,"['first', 'time', 'wore', 'tank', 'start', 'pill', 'around', 'arm', 'side', 'terribl', 'qualiti', 'get', 'wors', 'everi', 'wear', 'possibl', 'worst', 'wear', 'new', 'cloth', 'item', 'ever', 'seen', 'like', 'design', 'fit', 'immedi', 'releg', 'weekendhom', 'shirt', 'unprofession', 'pilli', 'pill', 'small', 'ca', 'shave']",Negative,Negative,Negative
could wait get dress bought instantli disappoint took bag fabric beauti size way dress claim long could tell instantli bare cover rear also know suppos flowi realli realli wide see work someon around feet tall wider,"['could', 'wait', 'get', 'dress', 'bought', 'instantli', 'disappoint', 'took', 'bag', 'fabric', 'beauti', 'size', 'way', 'dress', 'claim', 'long', 'could', 'tell', 'instantli', 'bare', 'cover', 'rear', 'also', 'know', 'suppos', 'flowi', 'realli', 'realli', 'wide', 'see', 'work', 'someon', 'around', 'feet', 'tall', 'wider']",Negative,Negative,Negative
beauti sweater crop boxi,"['beauti', 'sweater', 'crop', 'boxi']",Negative,Negative,Negative
lb saw shop sister lb tri small fit perfect didnot need petit soft didnt notic vest differ fabric vest like photo cozi collar bother wear top collar turtleneck wait sale price littl high soft uniqu special,"['lb', 'saw', 'shop', 'sister', 'lb', 'tri', 'small', 'fit', 'perfect', 'didnot', 'need', 'petit', 'soft', 'didnt', 'notic', 'vest', 'differ', 'fabric', 'vest', 'like', 'photo', 'cozi', 'collar', 'bother', 'wear', 'top', 'collar', 'turtleneck', 'wait', 'sale', 'price', 'littl', 'high', 'soft', 'uniqu', 'special']",Positive,Positive,Positive
tunic beauti color vibrant blue wear jean dress white linen capri order small fit perfectli,"['tunic', 'beauti', 'color', 'vibrant', 'blue', 'wear', 'jean', 'dress', 'white', 'linen', 'capri', 'order', 'small', 'fit', 'perfectli']",Positive,Positive,Positive
order usual size xs wide unflatt look like wear tent understand top anymor either huge skin tight someth pink color realli pretti detail nice blah term fit,"['order', 'usual', 'size', 'xs', 'wide', 'unflatt', 'look', 'like', 'wear', 'tent', 'understand', 'top', 'anymor', 'either', 'huge', 'skin', 'tight', 'someth', 'pink', 'color', 'realli', 'pretti', 'detail', 'nice', 'blah', 'term', 'fit']",Neutral,Neutral,Neutral
nice dropwaist embroid lightweight dress summer problem armhol larg found unflatt swing style forgiv hip belli,"['nice', 'dropwaist', 'embroid', 'lightweight', 'dress', 'summer', 'problem', 'armhol', 'larg', 'found', 'unflatt', 'swing', 'style', 'forgiv', 'hip', 'belli']",Positive,Neutral,Positive
