Review Token,True Rating,RNN Rating
"['read', 'peopl', 'review', 'afraid', 'might', 'long', 'order', 'regular', 'xs', 'petit', 'sold', 'found', 'length', 'perfect']",4,4
"['recommend', 'recommend', 'muscular', 'thigh', 'tri', 'small', 'plaid', 'pattern', 'checker', 'flatter', 'snug', 'though', 'loos', 'knee', 'also', 'pattern', 'made', 'leg', 'look', 'weird', 'kid', 'kind', 'crook', 'super', 'comfort', 'small', 'fit', 'perhap', 'run', 'small', 'would', 'get', 'petit', 'usual', 'petit', 'regular', 'size', 'bunch', 'bottom', 'long', 'usual']",3,5
"['quirki', 'whimsic', 'uniqu', 'design', 'top', 'sure', 'get', 'lot', 'comment', 'opinion', 'hope', 'good', 'one', 'realli', 'love', 'think', 'fun', 'convers', 'piec', 'great', 'fashion', 'tt', 'comfi', 'ye', 'boxi', 'think', 'bad', 'way', 'ruffl', 'bottom', 'ador', 'would', 'look', 'great', 'slim', 'ivori', 'white', 'denim', 'booti', 'even', 'darker', 'denim', 'hit', 'mid', 'bum', 'nice', 'qualiti']",5,5
"['expect', 'dress', 'much', 'better', 'fit', 'qualiti', 'overallth', 'size', 'small', 'fit', 'finei', 'small', 'chest', 'zipper', 'incred', 'cheap', 'dress', 'could', 'drape', 'attract', 'way', 'dress', 'could', 'cotton', 'given', 'consider', 'fit', 'drape', 'worth', 'go', 'back']",3,3
"['cute', 'top', 'littl', 'pricey', 'cotton', 'shirt', 'materi', 'arm', 'shouldersarmpit', 'feel', 'littl', 'tight', 'loos', 'flowi', 'bust', 'dressi', 'person', 'appear', 'photo', 'cute', 'top', 'jean', 'leg', 'length', 'fall', 'hip']",4,4
"['dress', 'everyth', 'hope', 'would', 'flatter', 'cute', 'cozi']",5,3
"['want', 'love', 'dress', 'cute', 'fit', 'well', 'except', 'hem', 'taken', 'look', 'like', 'hem', 'remov', 'left', 'creas', 'remnant', 'fray', 'edg', 'look', 'sloppi', 'bottom', 'keep', 'dress', 'would', 'pay', 'seamstress', 'hem', 'want', 'pay', 'extra', 'money', 'someth', 'alreadi', 'done']",3,3
"['wait', 'snatch', 'jumpsuit', 'look', 'cute', 'onlin', 'went', 'sale', 'order', 'right', 'away', 'well', 'thoroughli', 'disappoint', 'agre', 'review', 'fit', 'odd', 'huge', 'top', 'snug', 'bottom', 'made', 'flimsi', 'silk', 'give', 'hang', 'well', 'curvi', 'bodi', 'loos', 'area', 'snug', 'other', 'also', 'top', 'embroid', 'bottom', 'materi', 'thin', 'definit', 'high', 'enoug']",1,1
"['shed', 'cloth', 'someth', 'fierc', 'much', 'want', 'return', 'love', 'love', 'longer', 'panel', 'back', 'side', 'slit', 'nice', 'weight', 'feel', 'wish', 'shed', 'much']",4,4
"['expect', 'beauti', 'fit', 'like', 'glove', 'thrill', 'purchas']",5,5
"['top', 'arriv', 'today', 'tri', 'want', 'leav', 'review', 'say', 'shirt', 'without', 'doubt', 'pin', 'back', 'model', 'product', 'pictur', 'fit', 'design', 'loos', 'think', 'anyon', 'could', 'possibl', 'get', 'look', 'model', 'even', 'size', 'includ', 'pictur', 'fit', 'natur', 'pictur', 'fit', 'model', 'hold', 'fabric', 'back', 'still', 'cute', 'shirt', 'flatter', 'top', 'expect', 'debat']",2,2
"['love', 'design', 'go', 'back', 'smaller', 'size', 'bought', 'medium', 'size', 'made', 'someon', 'lb', 'heavier', 'usual', 'good', 'choos', 'size', 'onlin', 'today', 'curvi', 'round', 'like', 'still', 'go', 'smaller', 'size', 'dress', 'lot', 'room', 'also', 'wish', 'cloth', 'would', 'come', 'store', 'tri', 'pleas']",2,2
"['materi', 'construct', 'pant', 'great', 'length', 'plain', 'awkward', 'regular', 'came', 'ankl', 'look', 'though', 'shrunk', 'wash', 'realli', 'bad', 'way', 'coupl', 'inch', 'longer', 'would', 'fine', 'could', 'gotten', 'petit', 'worn', 'true', 'anklelength', 'pant', 'regular', 'also', 'usual', 'size', 'littl', 'baggi', 'around', 'waist', 'hip']",3,4
"['high', 'qualiti', 'fabric', 'lot', 'bottom', 'back', 'coverag', 'also', 'cut', 'hip', 'fabul', 'look', 'littl', 'coverag', 'bottom', 'found', 'true', 'size', 'lb', 'got', 'size']",5,4
"['top', 'realli', 'love', 'high', 'hope', 'look', 'smash', 'black', 'jean', 'wash', 'everyth', 'wear', 'though', 'garment', 'say', 'need', 'dri', 'clean', 'noth', 'delic', 'fabric', 'dri', 'clean', 'hand', 'wash', 'delic', 'soap', 'lighter', 'color', 'came', 'contact', 'black', 'black', 'immedi', 'stain', 'light', 'color', 'tri', 'put', 'stain', 'remov', 'black', 'stain', 'rins', 'hung', 'bath', 'tub', 'cur']",1,1
"['dress', 'pretti', 'weird', 'fit', 'waist', 'droop', 'middl', 'instead', 'go', 'straight', 'across', 'found', 'unflatt', 'end', 'return']",3,3
"['pretti', 'blous', 'also', 'comfort', 'alway', 'xl', 'retail', 'top', 'need', 'go', 'larg', 'one', 'blous', 'cut', 'gener', 'everywher', 'go', 'one', 'size', 'perfect', 'fabric', 'back', 'fall', 'shoulder', 'blade', 'area', 'nice', 'drape', 'back', 'sleev', 'cuff', 'placket', 'sort', 'cotton', 'cuff', 'made', 'nice', 'base', 'fold', 'sleev', 'around', 'elbow', 'wore', 'nude', 'bra', 'underneath', 'ca', 'see']",5,5
"['dubiou', 'dri', 'clean', 'label', 'purchas', 'anyway', 'realli', 'cute', 'comfort', 'short', 'part', 'line', 'nice', 'see', 'waist', 'smock', 'elast', 'also', 'thin', 'thread', 'first', 'one', 'tri', 'coupl', 'stitch', 'rip', 'waistband', 'fabric', 'sort', 'bubbl', 'bought', 'differ', 'one', 'know', 'delic', 'romper', 'go', 'want', 'shimmi', 'hip']",3,3
"['dress', 'might', 'comfort', 'articl', 'cloth', 'especi', 'hot', 'summer', 'attract', 'loos', 'light', 'bare', 'feel', 'like', 'wear', 'love']",5,5
"['love', 'color', 'look', 'super', 'cute', 'photo', 'got', 'home', 'way', 'big', 'chest', 'area', 'waist', 'area', 'wide', 'bottom', 'pretti', 'small', 'sure', 'right', 'bodi', 'shape', 'would']",3,3
"['love', 'rifl', 'print', 'dress', 'fit', 'relax', 'comfort', 'adjust', 'tie', 'back', 'fabric', 'nice', 'weight', 'great', 'yearround', 'wear']",4,4
"['ye', 'bought', 'dress', 'anticip', 'wear', 'right', 'away', 'mean', 'everybodi', 'would', 'look', 'good', 'stick', 'figur', 'hip', 'balloon']",3,3
"['purchas', 'anoth', 'eva', 'franco', 'dress', 'retail', 'recent', 'sale', 'look', 'dress', 'work', 'appropri', 'would', 'also', 'transit', 'well', 'happi', 'hour', 'date', 'night', 'seem', 'look', 'order', 'regular', 'regular', 'usual', 'size', 'definit', 'small', 'fit', 'technic', 'ill', 'fit', 'dress', 'short', 'shortwaist', 'fe']",2,2
"['petit', 'frame', 'bought', 'dress', 'xxsp', 'fabric', 'good', 'qualiti', 'thicker', 'imagin', 'good', 'fall', 'mayb', 'littl', 'warm', 'hot', 'humid', 'summer', 'day', 'perhap', 'cooler', 'summer', 'day', 'unfortun', 'dress', 'run', 'pretti', 'larg', 'much', 'larg', 'petit', 'frame', 'return', 'would', 'recommend', 'size', 'dress', 'beauti', 'would', 'great', 'wear', 'work', 'work', 'drink', 'also', 'mayb', 'bridal', 'shower', 'brunch', 'event']",3,3
"['purchas', 'sweater', 'xs', 'grey', 'pattern', 'refer', 'small', 'frame', 'worri', 'would', 'overwhelm', 'case', 'pattern', 'perfect', 'scale', 'sweater', 'hit', 'right', 'seem', 'true', 'size', 'especi', 'love', 'bracelet', 'length', 'turn', 'back', 'sleev', 'littl', 'pricey', 'think', 'worth', 'differ']",5,5
"['fine', 'hope', 'like', 'beg', 'though', 'structur', 'much', 'leg', 'rather', 'unflatt', 'crotch', 'area', 'felt', 'well', 'made', 'though', 'might', 'work', 'someon', 'els', 'bad', 'leg']",4,4
"['skirt', 'ran', 'short', 'small', 'boxi', 'get', 'right', 'fit', 'skirt', 'great', 'qualiti', 'super', 'cute', 'recommend', 'tri', 'store', 'size']",3,3
"['like', 'coat', 'especi', 'collar', 'cuff', 'button', 'eyecatch', 'want', 'someth', 'subtl', 'still', 'recommend', 'coat']",4,4
"['receiv', 'absolut', 'love', 'love', 'cold', 'shoulder', 'design', 'one', 'uniqu', 'well', 'made', 'usual', 'size', 'small', 'fit', 'perfectli', 'would', 'say', 'run', 'true', 'size', 'look', 'perfect', 'white', 'black', 'pant', 'cute', 'sandal', 'glad', 'got', 'love', 'qualiti']",5,5
"['summer', 'dress', 'even', 'though', 'photo', 'make', 'seem', 'like', 'hot', 'weather', 'weight', 'layer', 'synthet', 'fabric', 'substanti', 'bit', 'scratchi', 'maroon', 'fabric', 'intoler', 'love', 'dress', 'beyond', 'alin', 'tent', 'keep', 'wear', 'fall', 'long', 'sweater', 'flatten', 'full', 'seen', 'profil', 'bodi', 'type', 'top', 'heavi', 'thick', 'shouldersbackupp', 'arm', 'chose', 'smaller', 'size', 'rang', 'definit', 'size']",4,4
"['pick', 'sale', 'glad', 'materi', 'right', 'thick', 'chilli', 'day', 'spring', 'northeast', 'fit', 'right', 'size', 'unsur', 'inbetween', 'detail', 'back', 'ador', 'add', 'point', 'interest', 'sweatshirt', 'fit', 'boxi', 'think', 'compliment', 'balanc', 'overal', 'girli', 'design']",5,5
"['pair', 'highwaist', 'beauti', 'last', 'year', 'love', 'thrill', 'see', 'ador', 'pattern', 'even', 'cuter', 'person', 'unfortun', 'cut', 'differ', 'side', 'cover', 'model', 'hand', 'flare', 'bit', 'function', 'section', 'pipe', 'accentu', 'top', 'definit', 'highwast', 'height', 'last', 'year', 'anyth', 'els', 'highwast', 'appl', 'gener', 'lowrid', 'owe', 'small', 'hipsbutt']",3,3
"['beauti', 'dress', 'color', 'pleat', 'problem', 'bust', 'area', 'other', 'biggest', 'complaint', 'expos', 'zipper', 'lay', 'flat', 'even', 'hang', 'hanger', 'actual', 'person', 'zipper', 'jut', 'return']",3,3
"['first', 'pull', 'shirt', 'box', 'thought', 'sure', 'winner', 'bead', 'stun', 'eleg', 'detail', 'perfect', 'till', 'tri', 'reserv', 'sleev', 'top', 'poofi', 'would', 'lay', 'flatter', 'way', 'unless', 'roll', 'elbow', 'tighten', 'taller', 'gal', 'wish', 'tad', 'longer', 'model', 'shot', 'look', 'bit', 'short', 'back', 'view', 'fear', 'tuck', 'would', 'loosen', 'bead', 'work']",4,4
"['titl', 'say', 'look', 'pretti', 'onlin', 'though']",1,1
"['love', 'fabric', 'detail', 'cut', 'tad', 'looserbigg', 'expect', 'perfect', 'dress', 'fall']",3,3
"['tri', 'saw', 'hang', 'dress', 'room', 'pleasantli', 'surpris', 'piec', 'color', 'beauti', 'yellow', 'brown', 'worn', 'yet', 'assum', 'hold', 'pretti', 'well', 'consid', 'piec', 'design', 'still', 'look', 'good', 'sever', 'wear', 'bought', 'small', 'size', 'hang', 'like', 'model', 'perhap', 'need', 'cami', 'underneath']",4,5
"['bought', 'red', 'xs', 'realli', 'cute', 'flirti', 'littl', 'girl', 'way', 'ruffl', 'top', 'look', 'materi', 'nice', 'littl', 'price', 'everyth', 'retail', 'red', 'perfect', 'red', 'imo', 'got', 'orangey', 'underton', 'look', 'good', 'white', 'jean', 'black', 'sandal', 'inbetween', 'size', 'would', 'size', 'otherwis', 'pretti', 'true', 'size', 'wear', 'everyth', 'xs', 'retail', 'xs', 'fit', 'perfect']",5,5
"['order', 'blue', 'color', 'absolut', 'gorgeou', 'realli', 'love', 'put', 'wow', 'bad', 'order', 'smallnorm', 'smmed', 'due', 'bust', 'wide', 'much', 'materi', 'long', 'rather', 'incred', 'boxi', 'one', 'unflatt', 'thing', 'ever', 'tri', 'retail']",1,1
"['good', 'reason', 'read', 'review', 'concur', 'other', 'fin', 'larg', 'look', 'boxi', 'heavi', 'fabric', 'make', 'matter', 'wors']",2,2
"['top', 'wide', 'shorter', 'appear', 'pictur', 'also', 'strong', 'chemic', 'smell', 'coupl', 'piec', 'smell', 'past', 'smell', 'never', 'wash']",2,2
"['top', 'beauti', 'bewar', 'lot', 'extra', 'materi', 'side', 'flatter', 'excess', 'fabric', 'clearli', 'model', 'pictur', 'pin', 'behind', 'would', 'keeper', 'cut', 'closer', 'bodi', 'sadli', 'go', 'back']",3,3
"['base', 'review', 'order', 'l', 'xl', 'even', 'though', 'would', 'normal', 'order', 'l', 'fit', 'like', 'slightli', 'fit', 'without', 'tight', 'xl', 'cours', 'littl', 'larger', 'like', 'typic', 'xl', 'certainli', 'sloppylook', 'overs', 'materi', 'soft', 'dark', 'blue', 'love', 'keep', 'size', 'would', 'like', 'happi']",4,4
"['bought', 'sale', 'quickli', 'went', 'back', 'disappoint', 'read', 'review', 'thought', 'sure', 'would', 'winner', 'howev', 'sadli', 'mistaken', 'order', 'anoth', 'pair', 'jean', 'differ', 'brand', 'way', 'small', 'other', 'larg', 'live', 'expect', 'still', 'rather', 'long', 'even', 'though', 'bought', 'sale', 'happi', 'qualiti']",1,1
"['cute', 'tee', 'casual', 'tee', 'nice', 'detail', 'give', 'style', 'fabric', 'good', 'thick', 'seethrough', 'thin', 'light', 'enough', 'warm', 'weather', 'color', 'match', 'pretti', 'much', 'anyth', 'nice', 'necklin', 'think', 'run', 'slightli', 'larg', 'hover', 'small', 'extra', 'small', 'top', 'xs', 'fit', 'nice', 'narrow', 'shoulder', 'women', 'normal', 'wide', 'shoulder', 'might', 'prefer', 'usual', 'size', 'expect', 'peopl', 'gush', 'compliment']",5,4
"['look', 'much', 'cuter', 'pictur', 'person', 'found', 'thin', 'cheap', 'look', 'pretti', 'sure', 'could', 'find', 'similar', 'pair', 'budget', 'depart', 'store']",2,2
"['love', 'piec', 'purchas', 'sale', 'month', 'ago', 'wear', 'love', 'look', 'great', 'everi', 'outfit', 'neutral', 'color', 'perfect', 'light', 'hip', 'look', 'one', 'favorit', 'piec', 'cloth', 'petit', 'believ', 'small', 'avail', 'fit', 'fine', 'would', 'love', 'genuin', 'leather', 'piec', 'purchas', 'price', 'thx', 'retail']",5,5
"['product', 'terribl', 'zipper', 'ultim', 'caus', 'return', 'dress', 'pretti', 'bad', 'wo', 'even', 'zip', 'hanger', 'beauti', 'dress', 'broke', 'heart']",1,1
"['model', 'make', 'dress', 'look', 'amaz', 'translat', 'way', 'print', 'realli', 'beauti', 'love', 'waist', 'huge', 'skirt', 'part', 'alin', 'full', 'streamlin', 'like', 'look', 'model', 'like', 'dress', 'would', 'hit', 'sadli', 'miss', 'someth', 'mom', 'would', 'love', 'other']",3,3
"['agre', 'review', 'describ', 'total', 'wrong', 'rise', 'high', 'rise', 'much', 'didnt', 'even', 'tri', 'color', 'isnt', 'good', 'either', 'look', 'like', 'cheap', 'levi', 'color', 'qualiti', 'denim', 'like', 'high', 'rise', 'might', 'like', 'ca', 'comment', 'fit']",1,1
"['order', 'dress', 'onlin', 'previou', 'review', 'accur', 'run', 'small', 'particularli', 'waist', 'normal', 'wear', 'order', 'fit', 'waist', 'hip', 'slightli', 'loos', 'top', 'even', 'though', 'like', 'look', 'hole', 'seam', 'come', 'apart', 'black', 'stripe', 'across', 'chest', 'main', 'fabric', 'addit', 'black', 'squar', 'pull', 'sever', 'place', 'thread', 'stick', 'return', 'immedi']",2,2
"['bit', 'disappoint', 'top', 'keep', 'retail', 'ship', 'rate', 'obnoxi', 'store', 'near', 'time', 'pay', 'ship', 'way', 'could', 'paid', 'shirt', 'loft', 'similar', 'top', 'price', 'love', 'meadow', 'rue', 'materi', 'fabul', 'design', 'one', 'ca', 'size', 'armhol', 'top', 'fit', 'bottom', 'tent', 'usual', 'style', 'short', 'short', 'waist']",3,3
"['order', 'normal', 'size', 'larg', 'taup', 'jacket', 'fit', 'tt', 'length', 'crop', 'long', 'enough', 'hit', 'belli', 'button', 'feel', 'comfort', 'short', 'height', 'qualiti', 'feel', 'good']",5,5
"['cut', 'design', 'dress', 'love', 'fabric', 'heavi', 'enough', 'fallwint', 'sleeveless', 'style', 'make', 'great', 'transit', 'piec', 'weather', 'warm', 'run', 'slightli', 'larger', 'retail', 'dress', 'size', 'bust', 'stretch', 'bit', 'ladi', 'might', 'heavier', 'top', 'dd', 'howev', 'notic', 'white', 'show', 'dark', 'place', 'around', 'bust', 'also', 'bone', 'front', 'push', 'fabric', 'bit']",4,4
"['extrem', 'disappoint', 'arriv', 'noth', 'like', 'red', 'color', 'shown', 'rather', 'dull', 'reddish', 'color', 'review', 'suggest', 'thin', 'run', 'larg', 'return']",1,1
"['want', 'like', 'dress', 'order', 'summer', 'graduat', 'wed', 'usual', 'wear', 'even', 'xs', 'pig', 'drape', 'like', 'smock', 'materi', 'heavi', 'thing', 'pretti', 'dress', 'pattern', 'color', 'still', 'look', 'perfect', 'dress']",1,1
"['gulp', 'put', 'bag', 'retail', 'day', 'price', 'still', 'much', 'thought', 'wonder', 'charg', 'much', 'right', 'boy', 'wrong', 'sweater', 'knit', 'deep', 'vneck', 'incred', 'boxi', 'unattract', 'knit', 'shed', 'pant', 'minut', 'order', 'xl', 'never', 'tri', 'design', 'mistak', 'gener', 'wear', 'larg', 'medium', 'swim', 'stripe', 'cute', 'real', 'life']",2,2
"['continu', 'disappoint', 'retail', 'cloth', 'past', 'year', 'feel', 'like', 'price', 'soar', 'qualiti', 'remain', 'soso', 'dress', 'like', 'somehow', 'make', 'cut', 'make', 'sens', 'sinc', 'retail', 'exclus', 'market', 'older', 'women', 'retail', 'market', 'alway', 'young', 'adult', 'dress', 'extrem', 'matronli', 'although', 'bottom', 'print', 'nice', 'hot', 'pink', 'belt', 'complet', 'mismatch', 'gaudi', 'realli', 'hope', 'retail', 'start', 'curat', 'better', 'dress']",1,1
"['color', 'fabric', 'blend', 'pattern', 'even', 'beauti', 'person', 'unfortun', 'wont', 'keep', 'due', 'length', 'top', 'drop', 'inch', 'navel', 'short', 'torso', 'like', 'short', 'look', 'would', 'recommend']",4,4
"['new', 'favorit', 'sweater', 'want', 'size', 'ivori', 'taupetot', 'would', 'bought', 'green', 'stock', 'red', 'rust', 'color', 'still', 'gorgeou', 'although', 'knit', 'look', 'looser', 'still', 'warm', 'wore', 'today', 'littl', 'hot', 'mild', 'day', 'longer', 'worn', 'nice', 'leg', 'still', 'look', 'great', 'good', 'fit', 'shape', 'look', 'frumpi', 'love', 'tt', 'could', 'also', 'size']",5,5
"['sweater', 'love', 'love', 'love', 'bell', 'sleev', 'thought', 'sure', 'would', 'perfect', 'thought', 'would', 'great', 'sweater', 'transit', 'winter', 'spring', 'arriv', 'knew', 'return', 'sleev', 'bell', 'long', 'sweater', 'fit', 'chunki', 'midsect', 'like', 'sweater', 'flowi', 'like', 'fittedstyl', 'sweater', 'bit', 'roomi', 'would', 'like', 'also', 'bit', 'itchi', 'mebut', 'rather', 'sensit', 'love']",3,3
"['short', 'cute', 'nice', 'qualiti', 'intric', 'detail', 'size', 'tight', 'waist', 'big', 'leg', 'flatter', 'lb', 'go', 'back']",3,3
"['love', 'cut', 'pant', 'button', 'accent', 'pocket', 'howev', 'materi', 'quit', 'thin', 'qualiti', 'great', 'multipl', 'snag', 'along', 'seam', 'addit', 'swim', 'size', 'would', 'tri', 'size', 'qualiti', 'better']",2,2
"['short', 'beauti', 'said', 'expens', 'made', 'reason', 'snag', 'onlin', 'sale', 'also', 'run', 'larg', 'seem', 'made', 'shortwaist', 'bodi', 'bring', 'back', 'local', 'store', 'hope', 'exchang', 'smaller', 'size', 'finger', 'cross', 'still', 'stock']",3,3
"['tall', 'short', 'waist', 'long', 'leg', 'skirt', 'came', 'way', 'ankl', 'would', 'kept', 'stop', 'midcalf', 'like', 'size', 'fit', 'perfectli', 'waist', 'hip', 'area', 'would', 'say', 'run', 'true', 'button', 'lay', 'nice', 'flat', 'tummi', 'plu', 'least', 'undo', 'go', 'bathroom']",2,2
"['usual', 'realli', 'like', 'deletta', 'know', 'size', 'shape', 'top', 'look', 'pretti', 'pic', 'thought', 'would', 'nice', 'chang', 'tee', 'baggi', 'hung', 'low', 'layer', 'look', 'boxi', 'shapeless']",1,1
"['work', 'materi', 'bit', 'thin', 'poor', 'qualiti', 'tie', 'quit', 'work', 'correctli', 'cheaper', 'look', 'qualiti', 'normal', 'expect', 'go', 'back']",2,2
"['origin', 'bought', 'tunic', 'black', 'love', 'much', 'bought', 'rose', 'well', 'normal', 'tunic', 'make', 'look', 'like', 'box', 'tie', 'one', 'make', 'super', 'flatter']",5,5
"['short', 'fit', 'like', 'first', 'time', 'worn', 'twice', 'materi', 'use', 'stretch', 'fast', 'think', 'buy', 'wish', 'could', 'take', 'back']",2,2
"['sweater', 'dress', 'fallwint', 'uniform', 'pattern', 'one', 'particularli', 'uniqu', 'love', 'small', 'bust', 'fit', 'nice', 'move', 'well', 'baggi', 'bulki', 'tight', 'good', 'work', 'play', 'would', 'usual', 'wait', 'see', 'item', 'price', 'goe', 'sale', 'one', 'kind', 'piec', 'expect', 'snap', 'swiftli', 'regret', 'get', 'full', 'price']",4,4
"['sinc', 'wear', 'midi', 'skirt', 'love', 'length', 'one', 'regular', 'medium', 'look', 'pictur', 'well', 'made', 'dot', 'textur', 'sweet', 'bui', 'return', 'skirt', 'liter', 'heavi', 'gather', 'waist', 'unflatt']",4,5
"['say', 'sleep', 'top', 'run', 'small', 'shrink', 'whole', 'size', 'wash', 'recommend', 'order', 'size', 'reason', 'otherwis', 'cute', 'order', 'short', 'go']",4,4
"['cute', 'top', 'jean', 'spring', 'summer', 'warmer', 'climat', 'fresh', 'airi', 'fabric', 'hang', 'nice', 'although', 'lightweight', 'thin', 'see', 'ii', 'get', 'overli', 'wrinkl', 'either', 'style', 'flatter', 'bodi', 'type', 'dress', 'v', 'neck', 'right', 'deep', 'feel', 'like', 'show', 'much', 'cleavag', 'deep', 'enough', 'feminin', 'slim', 'normal', 'wear', 'size', 'retail', 'top', 'blous']",4,4
"['slip', 'easili', 'soft', 'flatter', 'definit', 'go', 'dress']",5,4
"['order', 'high', 'hope', 'pair', 'jogger', 'differ', 'brand', 'ador', 'disappoint', 'fabric', 'soft', 'expect', 'pant', 'pucker', 'strang', 'waist', 'band', 'might', 'due', 'fold', 'packag', 'tri', 'sever', 'time', 'want', 'like', 'could', 'return', 'color', 'beauti', 'especi', 'band', 'bottom', 'seem', 'made', 'well', 'might', 'size', 'tri']",3,3
"['made', 'visit', 'store', 'specif', 'tri', 'dress', 'disappoint', 'tri', 'size', 'regular', 'waist', 'hip', 'could', 'zip', 'dress', 'half', 'way', 'zipper', 'side', 'back', 'stretch', 'arm', 'way', 'back', 'reach', 'stop', 'waist', 'tight', 'zip', 'anymor', 'tri', 'regular', 'entir', 'dress', 'huge', 'waist', 'hip', 'like', 'regular', 'size', 'l']",3,3
"['wish', 'read', 'review', 'purchas', 'onlin', 'love', 'top', 'look', 'onlin', 'tri', 'small', 'order', 'comic', 'boxi', 'liter', 'shape', 'like', 'squar', 'must', 'pin', 'back', 'model', 'mayb', 'order', 'xxxx', 'would', 'work', 'perhap', 'larger', 'person', 'may', 'look', 'super', 'cute', 'work', 'slim', 'build']",2,2
"['dress', 'beauti', 'want', 'like', 'could', 'hardli', 'wait', 'reveiv', 'fit', 'beauti', 'snug', 'except', 'around', 'arm', 'huge', 'could', 'wear', 'tshirt', 'underneat']",3,3
"['soon', 'saw', 'dress', 'onlin', 'love', 'order', 'unfortun', 'work', 'tri', 'small', 'medium', 'larg', 'refer', 'dress', 'realli', 'pretti', 'person', 'look', 'like', 'littl', 'girl', 'daughter', 'also', 'tri', 'look', 'like', 'littl', 'girl', 'materi', 'beauti', 'along', 'detail', 'necklin', 'howev', 'necklin', 'open', 'like', 'pictur', 'push', 'toget']",2,2
"['comfort', 'soft', 'materi', 'cute', 'design', 'nice', 'longer', 'length', 'howev', 'long', 'waist', 'look', 'ridicul', 'elast', 'came', 'right', 'bra', 'waist', 'would', 'cute', 'someon', 'shorter']",3,3
"['lb', 'normal', 'pant', 'order', 'probabl', 'gone', 'super', 'unflatt', 'print', 'overwhelm', 'pale', 'skin', 'made', 'thin', 'waist', 'look', 'larger', 'realli', 'rode', 'insid', 'thigh', 'similar', 'bath', 'suit', 'modcloth', 'price', 'flatter', 'thick', 'leg', 'may', 'suit', 'return', 'itso', 'fast']",2,2
"['terribl', 'unflatt', 'wash', 'look', 'dirti', 'rise', 'like', 'descript', 'say', 'reason', 'gambl']",1,1
"['love', 'pant', 'fabric', 'nice', 'make', 'look', 'rather', 'dumpi', 'highli', 'recommend', 'essenti', 'taper', 'pant', 'instead', 'beauti', 'taper', 'leg', 'made', 'look', 'slender', 'pant', 'make', 'look', 'like', 'put', 'pound', 'also', 'make', 'look', 'rather', 'squat', 'perhap', 'would', 'look', 'good', 'someon', 'tall', 'miss']",3,4
"['love', 'new', 'top', 'wear', 'casual', 'skinni', 'navi', 'pant', 'dress', 'new', 'wide', 'leg', 'winter', 'white', 'pant', 'funki', 'style', 'garner', 'lot', 'compliment', 'mother', 'two', 'teen', 'love', 'dress', 'cute', 'appropri', 'realli', 'pair', 'well', 'much', 'bold', 'flower', 'make', 'stand']",5,5
"['got', 'dress', 'mail', 'tri', 'love', 'fit', 'perfect', 'tt', 'soft', 'comfort', 'howev', 'appear', 'black', 'stripe', 'area', 'bled', 'onto', 'white', 'portion', 'stripe', 'gray', 'across', 'chest', 'blotch', 'side', 'dress', 'send', 'back', 'order', 'anoth', 'hope', 'best', 'concern', 'clean', 'bleed', 'love', 'dress', 'much', 'will', 'risk', 'doubt', 'b']",3,3
"['blous', 'flatter', 'would', 'someon', 'straight', 'slim', 'bodi', 'type', 'fall', 'mid', 'hip', 'accentu', 'hip', 'make', 'look', 'larger', 'flare', 'realli', 'tuck']",3,3
"['eyebal', 'dress', 'quit', 'final', 'decid', 'jump', 'ansi', 'receiv', 'mail', 'final', 'arriv', 'expect', 'front', 'part', 'piec', 'fabric', 'attach', 'side', 'dress', 'wrap', 'around', 'waist', 'make', 'effect', 'see', 'model', 'honest', 'like', 'think', 'ruin', 'dress', 'dress', 'comfort', 'feel', 'fabric', 'super', 'soft', 'imagin', 'wear']",4,4
"['tri', 'shirt', 'small', 'usual', 'retail', 'size', 'unflatt', 'fabric', 'ultra', 'soft', 'seem', 'nice', 'made', 'howev', 'shirt', 'unstructur', 'overs', 'might', 'well', 'worn', 'brown', 'paper', 'bag']",1,1
"['grab', 'dress', 'tri', 'usual', 'size', 'need', 'see', 'hype', 'style', 'dress', 'left', 'puzzl', 'print', 'pretti', 'amount', 'tailor', 'could', 'save', 'wear', 'mayb', 'could', 'wear', 'three', 'feel', 'like', 'way', 'cloth', 'manufactur', 'cut', 'corner', 'make', 'garment', 'without', 'detail', 'instal', 'time', 'consum', 'zipper', 'button', 'snap', 'make', 'someth', 'fit', 'wide', 'rang', 'size']",2,2
"['sweater', 'feel', 'good', 'itchi', 'long', 'waist', 'small', 'hit', 'right', 'hip', 'bonetop', 'lowwaist', 'jean', 'kinda', 'shorter', 'side', 'like', 'way', 'bc', 'baggi', 'bottom', 'figur', 'flatter', 'tie', 'tie', 'twice', 'thought', 'look', 'better', 'long', 'arm', 'excit', 'sleev', 'go', 'middl', 'hand', 'littl', 'hole', 'detail', 'middl', 'much', 'wear', 'shirt', 'underneath']",5,4
"['excit', 'receiv', 'top', 'immedi', 'disappoint', 'much', 'thinner', 'seem', 'almost', 'feel', 'like', 'cheap', 'top', 'also', 'seethrough', 'bother', 'boxi', 'cut', 'like', 'slimmer', 'bottom', 'overal', 'care', 'top', 'expect', 'structur', 'stiff', 'rather', 'flimsi', 'thin', 'go', 'back']",3,3
