utterance,Utterance Token,RNN Sentiment,RNN Rating
how do i leave an opinion for a service?,"['leav', 'opinion', 'servic']",Negative,1
how do I write a comment for a service?,"['write', 'comment', 'servic']",Positive,1
"i want to make an opinion, what can i do?","['want', 'make', 'opinion']",Negative,1
"I want to submit an opinion, what should I do?","['want', 'submit', 'opinion']",Neutral,3
"can you ask an agent if I can write an opinion for a service, please?","['ask', 'agent', 'write', 'opinion', 'servic', 'pleas']",Negative,5
I need help leaving a review for a service,"['need', 'help', 'leav', 'review', 'servic']",Negative,1
"i am happy with the service, what can i do to file a comment?","['happi', 'servic', 'file', 'comment']",Positive,5
"im happy with the service, how can i lodge an opinion?","['im', 'happi', 'servic', 'lodg', 'opinion']",Positive,5
ask an agernt where i could write areview,"['ask', 'agernt', 'could', 'write', 'areview']",Positive,5
"please, could u ask an agent how i can leave a fucking review for a service?","['pleas', 'could', 'u', 'ask', 'agent', 'leav', 'fuck', 'review', 'servic']",Positive,5
can u ask an agent to write a review for a service?,"['u', 'ask', 'agent', 'write', 'review', 'servic']",Neutral,1
"please, can u ask an agent how i can leave an opinion for a service?","['pleas', 'u', 'ask', 'agent', 'leav', 'opinion', 'servic']",Positive,5
I am happy with the service and I would like to make an opinion,"['happi', 'servic', 'would', 'like', 'make', 'opinion']",Negative,5
"I want to make a review, what can I do?","['want', 'make', 'review']",Negative,1
where do I leave an opinion for a service?,"['leav', 'opinion', 'servic']",Negative,1
"I want to lodge a comment for a service, what do I have to do?","['want', 'lodg', 'comment', 'servic']",Neutral,5
"I'm happy with the service, I need help filing a review","['happi', 'servic', 'need', 'help', 'file', 'review']",Positive,5
"I'm happy with the service, how do I lodge a review?","['happi', 'servic', 'lodg', 'review']",Positive,5
"I'm happy with the service, can you lodge an opinionm?","['happi', 'servic', 'lodg', 'opinionm']",Positive,5
"id like to submit a fucking comment for a service, what do i have to do?","['id', 'like', 'submit', 'fuck', 'comment', 'servic']",Negative,5
"I'm happy with the service, how can I submit a comment?","['happi', 'servic', 'submit', 'comment']",Positive,5
I need help writing an opinion,"['need', 'help', 'write', 'opinion']",Negative,5
"please, can u ask an agent were ot write a fucking opinion?","['pleas', 'u', 'ask', 'agent', 'ot', 'write', 'fuck', 'opinion']",Positive,5
ask an agent how i can writean opinion for a service,"['ask', 'agent', 'writean', 'opinion', 'servic']",Negative,5
"i am happy with the service, can u make a review?","['happi', 'servic', 'u', 'make', 'review']",Positive,5
how to leave an opinion,"['leav', 'opinion']",Negative,5
"I'm happy with the service, can you submit a comment?","['happi', 'servic', 'submit', 'comment']",Positive,5
"please, could u ask an agent how i can write a fucking review for a service?","['pleas', 'could', 'u', 'ask', 'agent', 'write', 'fuck', 'review', 'servic']",Neutral,5
"I'm happy with the service, what should I do to file a comment?","['happi', 'servic', 'file', 'comment']",Positive,5
where can I write a comment for a service?,"['write', 'comment', 'servic']",Positive,1
ask an agent how to write a comment for a service,"['ask', 'agent', 'write', 'comment', 'servic']",Positive,1
im happy with the service and i wanna submit a comment,"['im', 'happi', 'servic', 'wan', 'na', 'submit', 'comment']",Positive,5
"I want to submit a comment for a service, what shouldI do ?","['want', 'submit', 'comment', 'servic', 'shouldi']",Neutral,3
"please, ask an agent where i can write a fucking comment for a service","['pleas', 'ask', 'agent', 'write', 'fuck', 'comment', 'servic']",Positive,5
"I'm happy with the service, help me file a review","['happi', 'servic', 'help', 'file', 'review']",Positive,5
I'm happy with the service and I want to make a comment,"['happi', 'servic', 'want', 'make', 'comment']",Positive,5
I'm happy with the service and I want to make an opinion,"['happi', 'servic', 'want', 'make', 'opinion']",Positive,5
"i wanna make a review for a service, what can i do?","['wan', 'na', 'make', 'review', 'servic']",Positive,1
"I'm happy with the service, what can I do to file a review?","['happi', 'servic', 'file', 'review']",Positive,5
I want to write a comment for a service,"['want', 'write', 'comment', 'servic']",Neutral,1
I want to leave a comment,"['want', 'leav', 'comment']",Neutral,3
"I'm happy with the service, how do I file a review?","['happi', 'servic', 'file', 'review']",Positive,5
"I'm happy with the service, submit a review","['happi', 'servic', 'submit', 'review']",Positive,5
I need help writing a review,"['need', 'help', 'write', 'review']",Positive,1
"I'm happy with the service, can you lodge a comment?","['happi', 'servic', 'lodg', 'comment']",Positive,5
where to leave a comment for a service,"['leav', 'comment', 'servic']",Negative,5
"please, could u ask an agent how to leave a review for a service?","['pleas', 'could', 'u', 'ask', 'agent', 'leav', 'review', 'servic']",Positive,5
"could u ask an agent how i can leave a fucking review, please?","['could', 'u', 'ask', 'agent', 'leav', 'fuck', 'review', 'pleas']",Neutral,1
"I'm happy with the service, what can I do to submit a comment?","['happi', 'servic', 'submit', 'comment']",Positive,5
where do i write a review?,"['write', 'review']",Neutral,1
"I'm hqppy with the service, what should I do to make an opinion?","['hqppi', 'servic', 'make', 'opinion']",Neutral,5
"I'm happy with the service, what should I do to file an opinion?","['happi', 'servic', 'file', 'opinion']",Positive,5
can u ask an agent if i could write a comment?,"['u', 'ask', 'agent', 'could', 'write', 'comment']",Neutral,5
can u ask an agent how i can leave an opinion for a service?,"['u', 'ask', 'agent', 'leav', 'opinion', 'servic']",Negative,1
"i am happy with the service, could i lodge an opinion?","['happi', 'servic', 'could', 'lodg', 'opinion']",Positive,5
"I can't find my bill, can I check it?","['ca', 'find', 'bill', 'check']",Positive,5
"I can't find my bills, how can I check them?","['ca', 'find', 'bill', 'check']",Positive,5
"i want to checkl my bills, can u help me?","['want', 'checkl', 'bill', 'u', 'help']",Neutral,1
"I want to see my invoices, what can I do?","['want', 'see', 'invoic']",Neutral,1
"I lost my bills, I need help seeing them","['lost', 'bill', 'need', 'help', 'see']",Neutral,4
how do i see my invoices?,"['see', 'invoic']",Negative,1
"i want to see my invoices, what should i do?","['want', 'see', 'invoic']",Neutral,1
"I want to see my bill, what do I have to do?","['want', 'see', 'bill']",Neutral,1
I lost my invoices and I'd like to check them,"['lost', 'invoic', 'like', 'check']",Negative,5
"I lost my bills, ca you view them?","['lost', 'bill', 'ca', 'view']",Positive,5
where do I check my invoice?,"['check', 'invoic']",Positive,5
where can I check my invoice?,"['check', 'invoic']",Positive,5
"i can't find my bill, how could i see it?","['ca', 'find', 'bill', 'could', 'see']",Neutral,1
"i wanna see my bills, what can i do?","['wan', 'na', 'see', 'bill']",Negative,4
"I want to view my invoices, can you help me?","['want', 'view', 'invoic', 'help']",Negative,1
how do I check my invoice?,"['check', 'invoic']",Positive,5
"I lost my invoice, can you view it?","['lost', 'invoic', 'view']",Negative,1
"i didn't receive my bill, how could i check it?","['receiv', 'bill', 'could', 'check']",Neutral,5
"please, could u ask an agent how i could view my invoice?","['pleas', 'could', 'u', 'ask', 'agent', 'could', 'view', 'invoic']",Neutral,5
"I didn't receive my invoice, how do I see it?","['receiv', 'invoic', 'see']",Negative,1
"could you ask an agent where I can check my invoices, please?","['could', 'ask', 'agent', 'check', 'invoic', 'pleas']",Positive,5
"I didn't receive my bills, what should I do to se them?","['receiv', 'bill', 'se']",Positive,5
"I didn't receive my invoices, what should I do to see them?","['receiv', 'invoic', 'see']",Negative,1
"i didn't receive my bill, help me check it","['receiv', 'bill', 'help', 'check']",Positive,5
can u ask an agent where to check my bill?,"['u', 'ask', 'agent', 'check', 'bill']",Positive,5
"I can't find my bills, could I see them?","['ca', 'find', 'bill', 'could', 'see']",Neutral,1
"i can't find my bills, what should i do to view them?","['ca', 'find', 'bill', 'view']",Positive,1
I can't find my invoice and I want to check it,"['ca', 'find', 'invoic', 'want', 'check']",Positive,5
"i can't find my bill and i wanna view it, please","['ca', 'find', 'bill', 'wan', 'na', 'view', 'pleas']",Positive,5
"i didn't receive my bills, how do i see them?","['receiv', 'bill', 'see']",Negative,1
"i didn't receive my invoices , i need help viewing thme","['receiv', 'invoic', 'need', 'help', 'view', 'thme']",Positive,4
"I can't find my invoice, help me view it","['ca', 'find', 'invoic', 'help', 'view']",Positive,1
"i didn't receive my invocies, could u check them?","['receiv', 'invoci', 'could', 'u', 'check']",Positive,3
i lost my bills and i wanna check them,"['lost', 'bill', 'wan', 'na', 'check']",Positive,5
I can't find my invoice and I want to view it,"['ca', 'find', 'invoic', 'want', 'view']",Positive,5
"I want to see my bills, what should I do?","['want', 'see', 'bill']",Neutral,1
i lost my bill and i wanna view it,"['lost', 'bill', 'wan', 'na', 'view']",Neutral,5
"i want to see my invoices, what can i so?","['want', 'see', 'invoic']",Neutral,1
"i lost my bill, can i view it?","['lost', 'bill', 'view']",Negative,1
check my invoice,"['check', 'invoic']",Positive,5
"i lost my invoices, what can i do to view them?","['lost', 'invoic', 'view']",Negative,1
"i lost my bill, check it","['lost', 'bill', 'check']",Positive,5
i didn't receive my invoice and i want to check it,"['receiv', 'invoic', 'want', 'check']",Neutral,5
"I lost my bill , can I see it?","['lost', 'bill', 'see']",Negative,4
"I lost my invoice, what should I do to check it?","['lost', 'invoic', 'check']",Positive,5
"I lost my bill, can I check it?","['lost', 'bill', 'check']",Positive,5
I need help viewing my bill,"['need', 'help', 'view', 'bill']",Positive,4
"I lost my bills, how can I see them?","['lost', 'bill', 'see']",Negative,4
"I didnm't receive my bill, how do I view it?","['receiv', 'bill', 'view']",Neutral,5
"I didn't receive my bill, can you show it?","['receiv', 'bill', 'show']",Neutral,4
"I can't find my invoices, how do I view them?","['ca', 'find', 'invoic', 'view']",Positive,1
"i can't find my bill, help me view it","['ca', 'find', 'bill', 'help', 'view']",Positive,1
i didn't receive my invoices and id like to see them,"['receiv', 'invoic', 'id', 'like', 'see']",Positive,5
"I lost my fucking invoices and I want to check them, please","['lost', 'fuck', 'invoic', 'want', 'check', 'pleas']",Positive,5
I need information about my bills,"['need', 'inform', 'bill']",Positive,5
"I want to check my bills, what can I do?","['want', 'check', 'bill']",Neutral,5
I lost my bills and I want to see them,"['lost', 'bill', 'want', 'see']",Neutral,5
"can you ask an agent how I can see my invoice, please?","['ask', 'agent', 'see', 'invoic', 'pleas']",Negative,1
"I didn't receive my invoices, what do I have to do to see them?","['receiv', 'invoic', 'see']",Negative,1
"I lost my invoice, what can I do to see it?","['lost', 'invoic', 'see']",Negative,1
"i lost my invoices, how can i check them?","['lost', 'invoic', 'check']",Positive,5
"I lost my invoice , view it","['lost', 'invoic', 'view']",Negative,1
"I want to check my bills, can you help me?","['want', 'check', 'bill', 'help']",Neutral,5
"i didn't receive my invoics, how dl i check them?","['receiv', 'invoic', 'dl', 'check']",Positive,5
"I didn't receive my invoice, what should I do to check it?","['receiv', 'invoic', 'check']",Positive,5
could u ask an agent where i can see my bill?,"['could', 'u', 'ask', 'agent', 'see', 'bill']",Negative,1
"I can't find my bill, can you view it?","['ca', 'find', 'bill', 'view']",Positive,1
"I didn't receive my bills, how can I view them?","['receiv', 'bill', 'view']",Neutral,5
"I lost my invoices, can you show them?","['lost', 'invoic', 'show']",Positive,4
"I can't find my bills, what can I do to see them?","['ca', 'find', 'bill', 'see']",Positive,1
"I can't find my invoices, what do I have to do to view them?","['ca', 'find', 'invoic', 'view']",Positive,1
how can i check my invoices?,"['check', 'invoic']",Positive,5
"i lost my invoice, show it","['lost', 'invoic', 'show']",Positive,4
"I can't find my invoices, can you check them?","['ca', 'find', 'invoic', 'check']",Positive,5
"i wanna check my invoice, what  should i do?","['wan', 'na', 'check', 'invoic']",Positive,5
can I see my invoice?,"['see', 'invoic']",Negative,1
"lease, ask an agent how ican check my invoices","['leas', 'ask', 'agent', 'ican', 'check', 'invoic']",Positive,5
I can't find my invoices and I want to see them,"['ca', 'find', 'invoic', 'want', 'see']",Positive,1
"I losty my invoice, what can I do to view it?","['losti', 'invoic', 'view']",Neutral,1
"i didn't receive my invoices, help me view them","['receiv', 'invoic', 'help', 'view']",Positive,3
how acn  I check my invoice?,"['acn', 'check', 'invoic']",Positive,5
"I didn't receive my invoices, can you show them?","['receiv', 'invoic', 'show']",Neutral,1
"I can't find my bill, can you show it?","['ca', 'find', 'bill', 'show']",Positive,1
"could u ask  an agent for informatoin about my invoices, please?","['could', 'u', 'ask', 'agent', 'informatoin', 'invoic', 'pleas']",Positive,5
"i didn't receive my bill, what should i do to see it?","['receiv', 'bill', 'see']",Negative,1
"please, could u ask an agent where i can see my invoices?","['pleas', 'could', 'u', 'ask', 'agent', 'see', 'invoic']",Neutral,5
where can I check my bills?,"['check', 'bill']",Positive,5
i lost my invoices and i awnt to check them,"['lost', 'invoic', 'awnt', 'check']",Positive,5
"I can't find my invoices, can you view them?","['ca', 'find', 'invoic', 'view']",Positive,1
"I ccan't find my invoice, I need help viewing it","['cca', 'find', 'invoic', 'need', 'help', 'view']",Positive,4
can u ask an agent to show me information about my bills?,"['u', 'ask', 'agent', 'show', 'inform', 'bill']",Neutral,5
where tocheck my bills,"['tocheck', 'bill']",Positive,5
"I can't find my bill, what can I do to see it?","['ca', 'find', 'bill', 'see']",Positive,1
"I want to view my invoices, what ddo I have to do?","['want', 'view', 'invoic', 'ddo']",Neutral,1
can u ask an agent where i could check my bills?,"['u', 'ask', 'agent', 'could', 'check', 'bill']",Neutral,5
i need help viewing my invoice,"['need', 'help', 'view', 'invoic']",Positive,4
how can i check my invoice?,"['check', 'invoic']",Positive,5
I want to see my invoicr,"['want', 'see', 'invoicr']",Neutral,1
"I can't find my bill, how do I see it?","['ca', 'find', 'bill', 'see']",Positive,1
"please, ask an agent if I can view my bills","['pleas', 'ask', 'agent', 'view', 'bill']",Positive,5
"ask an agent how to view my bill, please","['ask', 'agent', 'view', 'bill', 'pleas']",Positive,5
how to see my invoices,"['see', 'invoic']",Negative,1
"I can't find my bill, help me see it","['ca', 'find', 'bill', 'help', 'see']",Neutral,1
can you give me information about my bill?,"['give', 'inform', 'bill']",Negative,1
help me see my bills,"['help', 'see', 'bill']",Negative,1
"I lost my invoice, what do I have to do to view it?","['lost', 'invoic', 'view']",Negative,1
can you provide information about my bill?,"['provid', 'inform', 'bill']",Positive,5
"i can't find my invoices, what should i do to see them?","['ca', 'find', 'invoic', 'see']",Positive,1
"I can't find my invoice, what should I do to view it?","['ca', 'find', 'invoic', 'view']",Positive,1
"I didn't receive my invoices, help me check them","['receiv', 'invoic', 'help', 'check']",Positive,5
can I see my bills?,"['see', 'bill']",Negative,1
"I didn't receive my invoices, can you view them?","['receiv', 'invoic', 'view']",Positive,5
where can i check my invoices?,"['check', 'invoic']",Positive,5
"I want to see my invoice, what can I do?","['want', 'see', 'invoic']",Neutral,1
"i lost my invoices, how do i check them?","['lost', 'invoic', 'check']",Positive,5
"I lost my bill, what do I have to do to view it?","['lost', 'bill', 'view']",Negative,1
"I would like to see my bill, could you help me?","['would', 'like', 'see', 'bill', 'could', 'help']",Positive,1
"ask an agent where i could check my fucking bills, please","['ask', 'agent', 'could', 'check', 'fuck', 'bill', 'pleas']",Positive,5
"i didn't receive my invoice, how do i see it?","['receiv', 'invoic', 'see']",Negative,1
ask an agent how I could see my invoices,"['ask', 'agent', 'could', 'see', 'invoic']",Neutral,1
"I lost my bills, how  can I view them?","['lost', 'bill', 'view']",Negative,1
can u ask an agent about my invoice?,"['u', 'ask', 'agent', 'invoic']",Positive,5
"I didn't receive my bill, view it","['receiv', 'bill', 'view']",Neutral,5
where can I view my invoice?,"['view', 'invoic']",Neutral,1
"I can't find my invoice, can  I view it?","['ca', 'find', 'invoic', 'view']",Positive,1
i didn't receive my bill and i want to view it,"['receiv', 'bill', 'want', 'view']",Positive,5
"I can't find my invoices, what should I do to see them?","['ca', 'find', 'invoic', 'see']",Positive,1
"I didn't receive my bill, show it","['receiv', 'bill', 'show']",Neutral,4
"I didn't receive my bills, can I check them?","['receiv', 'bill', 'check']",Positive,5
"I can't  find my invoice , view it","['ca', 'find', 'invoic', 'view']",Positive,1
"i can't find my bbills, show them","['ca', 'find', 'bbill', 'show']",Positive,1
"I lost my bills, how can I check them?","['lost', 'bill', 'check']",Positive,5
"I lost my bill, what do I have to do to check it?","['lost', 'bill', 'check']",Positive,5
"I lost my bill, how do I giew it?","['lost', 'bill', 'giew']",Positive,5
"I can't find my invoices, how could I view them?","['ca', 'find', 'invoic', 'could', 'view']",Neutral,5
I need help seeing my bill,"['need', 'help', 'see', 'bill']",Negative,1
how can i view my invoice?,"['view', 'invoic']",Neutral,1
I can't find my bill and I want to check it,"['ca', 'find', 'bill', 'want', 'check']",Positive,5
"I lost my bill, view it","['lost', 'bill', 'view']",Negative,1
I didn't receive my invoices and I want to see them,"['receiv', 'invoic', 'want', 'see']",Neutral,1
"I lost my invoices, help me check them","['lost', 'invoic', 'help', 'check']",Negative,5
i lost my fucking bill and i wanna view it,"['lost', 'fuck', 'bill', 'wan', 'na', 'view']",Neutral,5
i want information about my bills,"['want', 'inform', 'bill']",Neutral,3
"i lost my bill, what do i have to do to view it?","['lost', 'bill', 'view']",Negative,1
"I didn't receive my bill, I need help viewing it","['receiv', 'bill', 'need', 'help', 'view']",Neutral,4
"I lost my bill, what should I do to view it?","['lost', 'bill', 'view']",Negative,1
"I can't find my bill, view it, please","['ca', 'find', 'bill', 'view', 'pleas']",Positive,5
"I can't find my invoice , what can I do to view it?","['ca', 'find', 'invoic', 'view']",Positive,1
"I can't find my bills, view them","['ca', 'find', 'bill', 'view']",Positive,1
how do i check my invoices?,"['check', 'invoic']",Positive,5
"please, can you ask an agent where I can see my invoices?","['pleas', 'ask', 'agent', 'see', 'invoic']",Negative,5
"I can't find my invoices, can you show them?","['ca', 'find', 'invoic', 'show']",Positive,1
can you tell me about my bill?,"['tell', 'bill']",Positive,5
"i want to check my bill, what do i have to do?","['want', 'check', 'bill']",Neutral,5
how to check my bills,"['check', 'bill']",Positive,5
"i lost my fucking bills, can u view them?","['lost', 'fuck', 'bill', 'u', 'view']",Neutral,1
"I didn't receive my invoice, what can I do to check it?","['receiv', 'invoic', 'check']",Positive,5
"I can't find my bill, can you check it?","['ca', 'find', 'bill', 'check']",Positive,5
"I lost my bill, ohw do I check it?","['lost', 'bill', 'ohw', 'check']",Positive,5
"i wanna check my invoice, can u help me?","['wan', 'na', 'check', 'invoic', 'u', 'help']",Positive,5
I want to check my invoices,"['want', 'check', 'invoic']",Neutral,5
chdck my invoices,"['chdck', 'invoic']",Positive,5
"I want to se my invoice, what do I have to do?","['want', 'se', 'invoic']",Neutral,3
"I can't find my bill, show it","['ca', 'find', 'bill', 'show']",Positive,1
I need help seeing my invoices,"['need', 'help', 'see', 'invoic']",Negative,1
"please, can you ask an agent how to see my bill?","['pleas', 'ask', 'agent', 'see', 'bill']",Negative,5
"please, can you check my bills?","['pleas', 'check', 'bill']",Positive,5
"I can't find my bills, what can I do to check them?","['ca', 'find', 'bill', 'check']",Positive,5
"i didn't receive my invoice, how can i see it?","['receiv', 'invoic', 'see']",Negative,1
"I can't find my invoices, what do I have to do to see them?","['ca', 'find', 'invoic', 'see']",Positive,1
can you ask an agent to provide information about my fucking bills?,"['ask', 'agent', 'provid', 'inform', 'fuck', 'bill']",Positive,5
I can't find my invoices and I want to view them,"['ca', 'find', 'invoic', 'want', 'view']",Positive,5
"please, could you ask an agent where to view my bill?","['pleas', 'could', 'ask', 'agent', 'view', 'bill']",Neutral,5
help me view my invoices,"['help', 'view', 'invoic']",Positive,2
"I can't find my invoices , view them","['ca', 'find', 'invoic', 'view']",Positive,1
ask an agent where to check my fucking bill,"['ask', 'agent', 'check', 'fuck', 'bill']",Positive,5
"i lost my invoice, how can i view it?","['lost', 'invoic', 'view']",Negative,1
"I lost my invoice, I need help checking it","['lost', 'invoic', 'need', 'help', 'check']",Negative,4
"i lost my invoices, what can i do to check them?","['lost', 'invoic', 'check']",Positive,5
"please, could you ask an agent how I could view my fucking bill?","['pleas', 'could', 'ask', 'agent', 'could', 'view', 'fuck', 'bill']",Neutral,5
how can I view my bill?,"['view', 'bill']",Neutral,1
"I lost my invoices, what can I do to view them?","['lost', 'invoic', 'view']",Negative,1
"I didn't receive my invoices, what can I do to check them?","['receiv', 'invoic', 'check']",Positive,5
"I can't find my invoice, how can I view it?","['ca', 'find', 'invoic', 'view']",Positive,1
can u ask an asgent where i can view my invoices?,"['u', 'ask', 'asgent', 'view', 'invoic']",Negative,1
"I didn't receive my bills, view them","['receiv', 'bill', 'view']",Neutral,5
"I didn't receive my invoice, can I see it?","['receiv', 'invoic', 'see']",Negative,1
ask an agent to provide information about my invoices,"['ask', 'agent', 'provid', 'inform', 'invoic']",Positive,5
"I didn't receive my invoice, can you check it?","['receiv', 'invoic', 'check']",Positive,5
where to see my bills,"['see', 'bill']",Negative,1
information about my invoice,"['inform', 'invoic']",Negative,5
"I want to see my invoices, can you help me?","['want', 'see', 'invoic', 'help']",Negative,1
I want to check my bills,"['want', 'check', 'bill']",Neutral,5
"I can't find my invoices, can I check them?","['ca', 'find', 'invoic', 'check']",Positive,5
can you show me my invoices?,"['show', 'invoic']",Positive,1
"can youj ask an agent to show me my invoices, please ?","['youj', 'ask', 'agent', 'show', 'invoic', 'pleas']",Neutral,5
"I can't find my bill, how can I view it?","['ca', 'find', 'bill', 'view']",Positive,1
I need help checking my bill,"['need', 'help', 'check', 'bill']",Negative,5
i wanna check my bills,"['wan', 'na', 'check', 'bill']",Positive,5
i wanna check my invoice,"['wan', 'na', 'check', 'invoic']",Positive,5
"I didn't receive my invoice, what should I do to see it?","['receiv', 'invoic', 'see']",Negative,1
where do I view my invoice?,"['view', 'invoic']",Neutral,1
"I didn't receive my bill, what can I do to check it?","['receiv', 'bill', 'check']",Positive,5
how do I check my invoices?,"['check', 'invoic']",Positive,5
"I didn't receive my invoices, can I see them?","['receiv', 'invoic', 'see']",Negative,1
can I checkmy biklls?,"['checkmi', 'bikll']",Positive,5
"i can't find my bills, what should i do to check them?","['ca', 'find', 'bill', 'check']",Positive,5
I didn't receive my bills and I want to view them,"['receiv', 'bill', 'want', 'view']",Positive,5
I need help seeing my invoice,"['need', 'help', 'see', 'invoic']",Negative,1
whwre can i view my bills?,"['whwre', 'view', 'bill']",Neutral,1
"I want to view my bills, can you help me?","['want', 'view', 'bill', 'help']",Neutral,1
"I want to see my bills, can you help me?","['want', 'see', 'bill', 'help']",Neutral,1
"i didn't receive my invoices, can u check them?","['receiv', 'invoic', 'u', 'check']",Positive,5
"I didn't receive my invoice, what do I have to do to see it?","['receiv', 'invoic', 'see']",Negative,1
where can i see my bills?,"['see', 'bill']",Negative,1
"i can't find my invoices, how do i check them?","['ca', 'find', 'invoic', 'check']",Positive,5
"please, ask an agent if i can check my fucking invoice","['pleas', 'ask', 'agent', 'check', 'fuck', 'invoic']",Positive,5
"I can't find my bill, what do I have to do to view it?","['ca', 'find', 'bill', 'view']",Positive,1
i wanna see my fucking bills,"['wan', 'na', 'see', 'fuck', 'bill']",Negative,4
"I want to see my invoices, what should I do?","['want', 'see', 'invoic']",Neutral,1
I lost my bills and I want to vview them,"['lost', 'bill', 'want', 'vview']",Positive,5
"i lost my bills, can u show them?","['lost', 'bill', 'u', 'show']",Positive,4
i lost my bill and i want to view it,"['lost', 'bill', 'want', 'view']",Positive,5
ask an agent if i can check my invoice,"['ask', 'agent', 'check', 'invoic']",Positive,5
id like to see my bill,"['id', 'like', 'see', 'bill']",Negative,4
can u ask an agent how to view my invoice?,"['u', 'ask', 'agent', 'view', 'invoic']",Negative,1
"I lost my invoices, can I chcek them?","['lost', 'invoic', 'chcek']",Negative,5
"I didn't receive my invoice, how can I view it ?","['receiv', 'invoic', 'view']",Positive,5
"i can't find my invoices, help me see them","['ca', 'find', 'invoic', 'help', 'see']",Neutral,1
"i didn't receive my bills, show them","['receiv', 'bill', 'show']",Neutral,4
ask an agent hw  can check my bills,"['ask', 'agent', 'hw', 'check', 'bill']",Positive,5
"I didn't receive my bill, can I check it?","['receiv', 'bill', 'check']",Positive,5
I didn't receive my invoices and I want to check them,"['receiv', 'invoic', 'want', 'check']",Neutral,5
"I can't find my bill, what can I do to view it?","['ca', 'find', 'bill', 'view']",Positive,1
"I can't find my bills, I need help seeing them","['ca', 'find', 'bill', 'need', 'help', 'see']",Neutral,1
"i wanna view my bill, what can i do?","['wan', 'na', 'view', 'bill']",Neutral,1
"i can't find my bill, how do i check it?","['ca', 'find', 'bill', 'check']",Positive,5
"I lost my invoices, how can I view them?","['lost', 'invoic', 'view']",Negative,1
"I didn't receive my bill , how can I see it?","['receiv', 'bill', 'see']",Negative,1
"I can't find my bills, what should I do to view them?","['ca', 'find', 'bill', 'view']",Positive,1
"I didn't receive my bill, how do I check it?","['receiv', 'bill', 'check']",Positive,5
"could you ask an agent how I could view my invoices, please?","['could', 'ask', 'agent', 'could', 'view', 'invoic', 'pleas']",Neutral,5
"I lost my invoice, help me view it","['lost', 'invoic', 'help', 'view']",Positive,5
can I view my bipls?,"['view', 'bipl']",Neutral,1
can you provide information about my bills?,"['provid', 'inform', 'bill']",Positive,5
"id like to see my bill, can u help me?","['id', 'like', 'see', 'bill', 'u', 'help']",Negative,5
"I lost my bills, can you show them?","['lost', 'bill', 'show']",Positive,4
"i wanna view my invoice, can u help me?","['wan', 'na', 'view', 'invoic', 'u', 'help']",Negative,1
"can you ask an agent where I can see my invoice, please?","['ask', 'agent', 'see', 'invoic', 'pleas']",Negative,1
"I lost my bill, how can I view it?","['lost', 'bill', 'view']",Negative,1
"i didn't reveive my invoices, what do i have to do to check them?","['reveiv', 'invoic', 'check']",Positive,5
can u ask an agent to give me information about my invoice?,"['u', 'ask', 'agent', 'give', 'inform', 'invoic']",Negative,5
could u ask an agent how to see my invoices?,"['could', 'u', 'ask', 'agent', 'see', 'invoic']",Negative,1
can I view my invoices?,"['view', 'invoic']",Neutral,1
I lost my invoices and I want to see them,"['lost', 'invoic', 'want', 'see']",Neutral,1
"i didn't receive my invoice, how can i check it?","['receiv', 'invoic', 'check']",Positive,5
"I didn't receive my invoicces, what should I do to check them?","['receiv', 'invoicc', 'check']",Positive,5
how do i see my bills?,"['see', 'bill']",Negative,1
"I didn't receive my bills, check them","['receiv', 'bill', 'check']",Positive,5
"I lost my bill, what can I do to check it?","['lost', 'bill', 'check']",Positive,5
"I lost my invoice, what should I do to view it?","['lost', 'invoic', 'view']",Negative,1
"I didn't receive my invoices, how can I check them?","['receiv', 'invoic', 'check']",Positive,5
"I want to check my invoices, can you help me?","['want', 'check', 'invoic', 'help']",Neutral,5
"I lost my invoice, help me see it","['lost', 'invoic', 'help', 'see']",Negative,1
"I can't find my invoice, check it","['ca', 'find', 'invoic', 'check']",Positive,5
"I lost my bills, can you check them?","['lost', 'bill', 'check']",Positive,5
"I lost my bills, what should I do to view them?","['lost', 'bill', 'view']",Negative,1
"i wanna view my bills, can u help me?","['wan', 'na', 'view', 'bill', 'u', 'help']",Positive,4
"I can't find my invoices, I need help seeing them","['ca', 'find', 'invoic', 'need', 'help', 'see']",Neutral,1
"i wanna see my bills, what do i have to do?","['wan', 'na', 'see', 'bill']",Negative,4
"I didn't receive my invoices, how do I view them?","['receiv', 'invoic', 'view']",Positive,5
"I lost my bill, how do I see it?","['lost', 'bill', 'see']",Negative,4
"please, ask an agent to show me information about my invoice","['pleas', 'ask', 'agent', 'show', 'inform', 'invoic']",Neutral,5
I want to check my invoice,"['want', 'check', 'invoic']",Neutral,5
"i want to see my bill, what can i do?","['want', 'see', 'bill']",Neutral,1
"i lost my bill, help me check it","['lost', 'bill', 'help', 'check']",Positive,5
help me check my invoice,"['help', 'check', 'invoic']",Negative,5
can you tell me about my invoice?,"['tell', 'invoic']",Neutral,1
"I can't find my bills, can I check them?","['ca', 'find', 'bill', 'check']",Positive,5
"check my fuckingbill, please","['check', 'fuckingbil', 'pleas']",Positive,5
could u ask an agent if i could check my fucking invoice?,"['could', 'u', 'ask', 'agent', 'could', 'check', 'fuck', 'invoic']",Positive,5
"I didn't receve my bill, hwat do I have to do to check it?","['recev', 'bill', 'hwat', 'check']",Positive,5
